93,1279,797,-2710
94,1281,847,-2661
95,1293,787,-2703
96,1280,925,-2598
97,1373,818,-2469
98,1280,904,-2586
99,1290,996,-2511
100,1287,996,-2529
101,1388,767,-2644
102,1277,960,-2569
103,1288,945,-2595
104,1282,910,-2617
105,1281,1012,-2518
106,1424,872,-2562
107,1402,946,-2485
108,1356,818,-2461
109,1275,960,-2571
110,1215,897,-2621
111,1210,985,-2522
112,1424,787,-2626
113,1296,926,-2590
114,1297,871,-2637
115,1298,957,-2570
116,1292,836,-2621
117,1202,876,-2608
118,1397,831,-2552
119,1276,914,-2580
120,1275,1013,-2508
121,1210,888,-2609
122,1277,1012,-2503
123,1209,946,-2563
124,1167,947,-2565
125,1291,854,-2631
126,1207,935,-2569
127,1277,996,-2545
128,1295,923,-2595
129,1296,823,-2690
130,1288,953,-2524
131,1286,933,-2585
132,1287,949,-2560
133,1165,926,-2556
134,1443,872,-2528
135,1307,974,-2482
136,1281,942,-2590
137,1297,1019,-2501
138,1409,896,-2554
139,1414,852,-2555
140,1379,768,-2642
141,1306,761,-2635
142,1297,896,-2603
143,1279,913,-2546
144,1200,974,-2533
145,1278,847,-2668
146,1288,850,-2639
147,1291,941,-2526
148,1328,944,-2466
149,1291,909,-2572
150,1299,860,-2601
151,1293,827,-2646
152,1413,853,-2550
153,1288,817,-2657
154,1407,942,-2488
155,1280,1006,-2520
156,1286,912,-2607
157,1276,938,-2593
158,1234,912,-2552
159,1298,810,-2653
160,1292,902,-2585
161,1285,1018,-2519
162,1293,958,-2563
163,1296,911,-2587
164,1288,919,-2613
165,1409,783,-2645
166,1420,886,-2537
167,1415,844,-2615
168,1295,914,-2617
169,1438,904,-2494
170,1211,892,-2602
171,1284,965,-2482
172,1219,916,-2594
173,1281,805,-2698
174,1286,869,-2626
175,1289,772,-2557
176,1287,754,-2565
177,1409,956,-2491
178,1293,1022,-2517
179,1281,933,-2585
180,1294,916,-2622
181,1287,776,-2685
182,1296,920,-2574
183,1276,798,-2691
184,1430,812,-2597
185,1292,805,-2691
186,1288,878,-2610
187,1376,895,-2513
188,1289,925,-2592
189,1275,954,-2571
190,1403,828,-2590
191,1218,976,-2509
192,1350,797,-2488
193,1410,828,-2619
194,1297,846,-2653
195,1276,851,-2614
196,1439,914,-2498
197,1320,889,-2569
198,1275,941,-2559
199,1289,880,-2618
200,1291,852,-2605
201,1438,841,-2561
202,1284,885,-2618
203,1204,963,-2541
204,1387,815,-2589
205,1420,891,-2559
206,1294,1008,-2498
207,1157,911,-2591
208,1374,860,-2547
209,1293,875,-2624
210,1293,781,-2691
211,1299,948,-2554
212,1282,861,-2611
213,1283,837,-2650
214,1367,873,-2535
215,1297,1014,-2520
216,1294,799,-2691
217,1299,829,-2645
218,1436,858,-2535
219,1434,813,-2585
220,1295,906,-2609
221,1286,924,-2621
222,1412,932,-2514
223,1279,884,-2624
224,1300,894,-2555
225,1366,774,-2513
226,1174,931,-2555
227,1292,966,-2517
228,1277,913,-2619
229,1280,840,-2672
230,1284,973,-2570
231,1281,898,-2575
232,1297,823,-2659
233,1383,765,-2627
234,1421,928,-2520
235,1278,901,-2555
236,1375,804,-2587
237,1276,925,-2553
238,1298,953,-2568
239,1286,901,-2601
240,1286,785,-2652
241,1424,942,-2518
242,1425,873,-2527
243,1287,810,-2655
244,1293,918,-2584
245,1283,884,-2593
246,1285,799,-2703
247,1428,865,-2531
248,1282,809,-2671
249,1294,985,-2517
250,1414,855,-2594
251,1416,833,-2582
252,1307,828,-2474
253,1321,757,-2632
254,1422,928,-2487
255,1414,883,-2541
256,1282,973,-2556
257,1286,909,-2567
258,1423,851,-2577
259,1210,902,-2594
260,1296,840,-2633
261,1292,1001,-2501
262,1283,859,-2644
